広告ID,広告名,広告セット名,キャンペーン名,訴求名,登録経路,インプレッション,クリック,消費額,CV数,フロント販売本数,CPM,CTR(%),CVR(%),CPA,フロントCPO
1.84939E+15,251114/清水絢吾/スマプラ/おい会社員まとめ/LP2-CR00100,広告セット 20250911021302,251121/セミ/スマ/セミまとめ(おい会社員 新冒頭)/LP2-CR00122,Unknown,,0,0,0,0,0,0,0,0,0,0
1.84906E+15,251118/清水絢吾/おい会社員/デフォルトLPテスト/LP2-CR000102,1118_広告セット 20251113110929,251113/セミ/スマ/おい会社員 LPテスト用/LP1-CR00099,Unknown,,0,0,0,0,0,0,0,0,0,0
1.84855E+15,251111/清水絢吾/開催決定強化/びっくり/LP2-CR00066,広告セット 20251110110930,1個の251111 セミ タゲ CR00066-72　開催決定強化をコピー,Unknown,,0,0,0,0,0,0,0,0,0,0
1.84868E+15,251113清水絢吾おい会社員/穏やか_3万小遣い/LP2-CR00089,1個の広告セット 20251113104424をコピー,251113/セミ/スマ/おい会社員(穏)_冒頭テスト/LP1-CR00088-95,Unknown,,0,0,0,0,0,0,0,0,0,0
1.84868E+15,251113清水絢吾/おい会社員/穏やか_住宅ローン/LP2-CR00094,6個の広告セット 20251113104424をコピー,251113/セミ/スマ/おい会社員(穏)_冒頭テスト/LP1-CR00088-95,Unknown,,0,0,0,0,0,0,0,0,0,0
1.84858E+15,251112/清水絢吾/アルゴリズム破壊/ホリエモン②/LP2-CR00036,広告セット 20250902064213,251112/セン/SNSまとめ(ホリエモン×アルゴリズム破壊)/LP2-CR00035,SNS,TikTok広告-SNS-LP2-CR00036,0,0,0,0,0,0,0,0,0,0
1.84941E+15,251121/清水絢吾/スマプラ/おい会社員_SNS/LP2-CR00042,広告セット 20250902064213,251121/セン/SNSまとめ(おい会社員SNS)/LP2-CR00042,SNS,TikTok広告-SNS-LP2-CR00042,0,0,0,0,0,0,0,0,0,0
1.84802E+15,251106/清水絢吾/箕輪さんCR/冒頭②/LP2-CR00042,広告セットCR00042,251106/AI/タゲ/箕輪さんCR/LP2-CR00041-46,AI,TikTok広告-AI-LP2-CR00042,0,0,0,2,0,0,0,0,0,0
1.84692E+15,広告名2025-10-25 12:05:47,広告セット 20251025120435,251025 AI スマ AIまとめ(林社長関連tCPA)  LP2-CR00030,AI,,0,0,0,0,0,0,0,0,0,0
1.8481E+15,251114/清水絢吾/スマプラ/箕輪＆3兆円/LP2-CR00048,広告セット ,251107 AI スマ AIまとめ(箕輪＆3兆円)  LP2-CR00048,AI,TikTok広告-AI-LP2-CR00048,0,0,0,363,44,0,0,0,0,0
1.84848E+15,251111/清水絢吾/女性UGC//LP2-CR00057,ALL配信,251111 AI スマ 女性向けUGC  LP2-CR00057 58,AI,TikTok広告-AI-LP2-CR00057,0,0,0,0,0,0,0,0,0,0
1.84802E+15,251106/清水絢吾/箕輪さんCR/冒頭③/LP2-CR00043,広告セットCR00043,251106/AI/タゲ/箕輪さんCR/LP2-CR00041-46,AI,TikTok広告-AI-LP2-CR00043,0,0,0,0,0,0,0,0,0,0
1.84737E+15,広告名2025-09-11 16:53:13,広告セット ,251030 AI スマ AIまとめ  LP2-CR00031,AI,,0,0,0,0,0,0,0,0,0,0
1.84765E+15,251114/清水絢吾/スマプラ/11月特典/LP2-CR00035,広告セット ,251102 AI スマ AIまとめ(勝ち_11月特典)  LP2-CR00035,AI,TikTok広告-AI-LP2-CR00035,0,0,0,1,1,0,0,0,0,0
1.84773E+15,251101/清水絢吾/AIで売上3兆円を目指す//LP2-CR00033,広告セットCR00033,【複製_1103】251101/AI/タゲ/AIで売上3兆円を目指す/LP2-CR00033/34,AI,TikTok広告-AI-LP2-CR00033,0,0,0,0,0,0,0,0,0,0
1.84793E+15,251105/鈴木織大/ホリエモンCR/冒頭①/LP2-CR00038,広告セットCR00038,251105/AI/タゲ/ホリエモンCR/LP2-CR00038-40,AI,TikTok広告-AI-LP2-CR00038,0,0,0,1,0,0,0,0,0,0
1.84841E+15,251110/清水絢吾/シーン×問題ないです/冒頭②/LP2-CR00054,広告セットCR00054,251110/AI/タゲ/シーン×問題ないです/LP2-CR00054-56,AI,TikTok広告-AI-LP2-CR00054,0,0,0,0,0,0,0,0,0,0
1.84748E+15,251114/清水絢吾/スマプラ/11月オファー強化/LP2-CR00032,広告セット ,251031 AI スマ AIまとめ(11月オファー強化_林社長関連)  LP2-CR00032,AI,TikTok広告-AI-LP2-CR00032,0,0,0,89,9,0,0,0,0,0
1.84802E+15,251106/清水絢吾/箕輪さんCR/冒頭①/LP2-CR00045,広告セットCR00045,251106/AI/タゲ/箕輪さんCR/LP2-CR00041-46,AI,TikTok広告-AI-LP2-CR00045,0,0,0,0,0,0,0,0,0,0
1.84494E+15,広告名2025-09-11 16:53:13,広告セット ,010/03 AI スマ AIまとめ(1004休日強化)  LP2-CR00022,AI,,0,0,0,0,0,0,0,0,0,0
1.84757E+15,251101/清水絢吾/AIで売上3兆円を目指す//LP2-CR00033,広告セットCR00033,251101/AI/タゲ/AIで売上3兆円を目指す/LP2-CR00033/34,AI,TikTok広告-AI-LP2-CR00033,0,0,0,0,0,0,0,0,0,0
1.84558E+15,広告名2025-09-11 16:53:13,広告セット ,010/10 AI スマ AIまとめ(1011休日強化)  LP2-CR00023,AI,,0,0,0,0,0,0,0,0,0,0
1.84802E+15,251106/清水絢吾/箕輪さんCR/冒頭④/LP2-CR00044,広告セットCR00044,251106/AI/タゲ/箕輪さんCR/LP2-CR00041-46,AI,TikTok広告-AI-LP2-CR00044,0,0,0,0,0,0,0,0,0,0
1.84802E+15,251106/清水絢吾/箕輪さんCR/冒頭⑥/LP2-CR00046,広告セットCR00046,251106/AI/タゲ/箕輪さんCR/LP2-CR00041-46,AI,TikTok広告-AI-LP2-CR00046,0,0,0,0,0,0,0,0,0,0
1.84793E+15,251105/鈴木織大/ホリエモンCR/冒頭②/LP2-CR00039,広告セットCR00039,251105/AI/タゲ/ホリエモンCR/LP2-CR00038-40,AI,TikTok広告-AI-LP2-CR00039,0,0,0,0,0,0,0,0,0,0
1.84802E+15,251106/清水絢吾/箕輪さんCR/冒頭①/LP2-CR00041,広告セットCR00041,251106/AI/タゲ/箕輪さんCR/LP2-CR00041-46,AI,TikTok広告-AI-LP2-CR00041,0,0,0,0,0,0,0,0,0,0
1.84811E+15,CR-00050,広告セットCR00049-53,251106/AI/タゲ/天才CR/LP2-CR00049-53,AI,,0,0,0,0,0,0,0,0,0,0
1.84841E+15,251110/清水絢吾/シーン×問題ないです/一人称/LP2-CR00055,広告セットCR00055,251110/AI/タゲ/シーン×問題ないです/LP2-CR00054-56,AI,TikTok広告-AI-LP2-CR00055,0,0,0,0,0,0,0,0,0,0
1.84841E+15,251110/清水絢吾/シーン×問題ないです/一人称(特典)/LP2-CR00056,【11月特典】広告セットCR00056,251110/AI/タゲ/シーン×問題ないです/LP2-CR00054-56,AI,TikTok広告-AI-LP2-CR00056,0,0,0,0,0,0,0,0,0,0
1.84611E+15,広告名2025-09-11 16:53:13,広告セット ,251016 AI スマ AIまとめ(Sora2 ジェネレーター)  LP2-CR00026,AI,,0,0,0,0,0,0,0,0,0,0
1.8443E+15,広告名2025-09-11 16:53:13,広告セット ,1個の09/19 AI スマ AIまとめ(勝ち_0920休日強化用)  LP2-CR00019をコピー,AI,,0,0,0,0,0,0,0,0,0,0
1.84305E+15,広告名2025-09-11 16:53:13,広告セット ,1個の09/11 AI スマ AIまとめ(林社長関連)  LP2-CR00008をコピー,AI,,0,0,0,0,0,0,0,0,0,0
1.84867E+15,251112/清水絢吾/セミナーダイジェスト/トレンド/-CR00047,5個の広告セットCR00045-55をコピー,251108/セミ/ダイジェスト冒頭テスト/LP2-CR00045-55,Unknown,,0,0,0,0,0,0,0,0,0,0
1.84856E+15,251112/清水絢吾/セミナーダイジェスト/ホリエモン新冒頭4/-CR00085,広告セット 20251112012551,251112/セミ/スマ/セミまとめ(ホリエモン新規冒頭)/LP1-CR00073-85,Unknown,,0,0,0,0,0,0,0,0,0,0
1.84858E+15,251112/清水絢吾/アルゴリズム破壊/ホリエモン①/LP2-CR00035,広告セット 20250902064213,251112/セン/SNSまとめ(ホリエモン×アルゴリズム破壊)/LP2-CR00035,SNS,TikTok広告-SNS-LP2-CR00035,0,0,0,0,0,0,0,0,0,0
1.84811E+15,CR-00051,広告セットCR00049-53,251106/AI/タゲ/天才CR/LP2-CR00049-53,AI,,0,0,0,0,0,0,0,0,0,0
1.84321E+15,広告名2025-09-11 12:28:01,広告セット 20250911122616,9/14 AI/AIまとめ(二極化 林社長) LP2-000010,AI,,0,0,0,0,0,0,0,0,0,0
1.84868E+15,251113清水絢吾/おい会社員/穏やか_30平社員/LP2-CR00090,2個の広告セット 20251113104424をコピー,251113/セミ/スマ/おい会社員(穏)_冒頭テスト/LP1-CR00088-95,Unknown,,0,0,0,0,0,0,0,0,0,0
1.84402E+15,広告名2025-09-11 16:53:13,広告セット ,09/23 AI スマ AIまとめ(勝ち_林さん以外)  LP2-CR00020,AI,,0,0,0,0,0,0,0,0,0,0
1.84737E+15,広告名2025-10-24 15:43:22,広告セット 20250911021302,【複製_1030】251024/セミ/スマ/セミまとめ(10/25休日強化_tCPA)/LP1-CR00018をコピー,Unknown,,0,0,0,0,0,0,0,0,0,0
1.84868E+15,251113清水絢吾/おい会社員/穏やか_貯金0/LP2-CR00093,5個の広告セット 20251113104424をコピー,251113/セミ/スマ/おい会社員(穏)_冒頭テスト/LP1-CR00088-95,Unknown,,0,0,0,0,0,0,0,0,0,0
1.8493E+15,1個の251119/清水絢吾/新セミナーダイジェスト/キャンペーン_CTAなし_BGM1/LP2-CR00121,1個の1118_広告セット 20251113110929をコピー,251120/セミ/スマ/新ダイジェスト/LP2-CR00103-108,Unknown,,0,0,0,0,0,0,0,0,0,0
1.84856E+15,251112/清水絢吾/セミナーダイジェスト/ホリエモン新冒頭3/-CR00084,広告セット 20251112012551,251112/セミ/スマ/セミまとめ(ホリエモン新規冒頭)/LP1-CR00073-85,Unknown,,0,0,0,0,0,0,0,0,0,0
1.84867E+15,251112/清水絢吾/セミナーダイジェスト/キャンペーン/-CR00045,7個の広告セットCR00045-55をコピー,251108/セミ/ダイジェスト冒頭テスト/LP2-CR00045-55,Unknown,,0,0,0,0,0,0,0,0,0,0
1.84868E+15,251113清水絢吾おい会社員/穏やか_手取り20万/LP2-CR00088,広告セット 20251113104424,251113/セミ/スマ/おい会社員(穏)_冒頭テスト/LP1-CR00088-95,Unknown,,0,0,0,0,0,0,0,0,0,0
1.84923E+15,251120/清水絢吾/おい会社員/冒頭1/LP2-CR00109,1118_広告セット 20251113110929,251119/セミ/スマ/おい会社員 新冒頭/LP1-CR000109-120,Unknown,,0,0,0,0,0,0,0,0,0,0
1.84855E+15,＃納品_まちがっている_セミナー_強化なし_TT_qTA3vaNz.mp4_CR00060,広告セットCR00059-65,251109/セミ/間違っているパターン/LP2-CR00059-65,Unknown,,0,0,0,0,0,0,0,0,0,0
1.84855E+15,＃納品_ホリエモン冒頭③_TT_Zlk7AORL.mp4_CR00062,広告セットCR00059-65,251109/セミ/間違っているパターン/LP2-CR00059-65,Unknown,,0,0,0,0,0,0,0,0,0,0
1.84855E+15,＃納品_ホリエモン冒頭①_TT_IRa49rNE.mp4_CR00061,広告セットCR00059-65,251109/セミ/間違っているパターン/LP2-CR00059-65,Unknown,,0,0,0,0,0,0,0,0,0,0
1.84468E+15,広告名2025-09-11 16:53:13,広告セット ,1個の09/26 AI スマ AIまとめ(勝ち_0927休日強化)  LP2-CR00021をコピー,AI,,0,0,0,0,0,0,0,0,0,0
1.84665E+15,広告名2025-09-11 16:53:13,広告セット ,【1022_複製】1個の09/11 AI スマ AIまとめ(林社長関連)  LP2-CR00008をコピーをコピー,AI,,0,0,0,0,0,0,0,0,0,0
1.84923E+15,251119/清水絢吾/正直に答えてね/AIマネタイズ/LP2-CR00085,AI,251119 AI スマ 正直に答えてね  LP2-CR00084-91,AI,TikTok広告-AI-LP2-CR00085,0,0,0,0,0,0,0,0,0,0
1.84757E+15,251101/清水絢吾/AI時代に3兆円企業を本気で目指す//LP2-CR00034,広告セットCR00034,251101/AI/タゲ/AIで売上3兆円を目指す/LP2-CR00033/34,AI,TikTok広告-AI-LP2-CR00034,0,0,0,0,0,0,0,0,0,0
1.84921E+15,251119/甲原海人/実は/CTA強化あり/LP2-CR00074,広告セット ,251119 AI スマ 実は  LP2-CR00073 74,AI,TikTok広告-AI-LP2-CR00074,0,0,0,0,0,0,0,0,0,0
1.84939E+15,251121/清水絢吾/二極化(フリーランス)/通常/LP2-CR00094,フリーランス 通常,251121 AI スマ 二極化 検証  LP2-CR00092-95,AI,TikTok広告-AI-LP2-CR00094,0,0,0,0,0,0,0,0,0,0
1.84811E+15,CR-00052,広告セットCR00049-53,251106/AI/タゲ/天才CR/LP2-CR00049-53,AI,,0,0,0,0,0,0,0,0,0,0
1.84921E+15,251119/甲原海人/年商30億社長の1日/⑦/LP2-CR00082,6個の広告セット をコピー,251119 AI スマ 年商30億企業の社長  LP2-CR00076-83,AI,TikTok広告-AI-LP2-CR00082,0,0,0,0,0,0,0,0,0,0
1.84921E+15,251119/甲原海人/アホが勝つ/LP2-CR00075,広告セット ,251119 AI スマ アホが勝つ  LP2-CR00075,AI,TikTok広告-AI-LP2-CR00075,0,0,0,0,0,0,0,0,0,0
1.84811E+15,CR-00053,広告セットCR00049-53,251106/AI/タゲ/天才CR/LP2-CR00049-53,AI,,0,0,0,0,0,0,0,0,0,0
1.84341E+15,広告名2025-09-11 16:53:13,広告セット ,09/16 AI スマ AIまとめ(はいそこまで)  LP2-CR00016,AI,,0,0,0,0,0,0,0,0,0,0
1.84639E+15,広告名2025-09-11 16:53:13,広告セット ,251019 AI スマ AIまとめ(ALL_tCPA)  LP2-CR00028,AI,,0,0,0,0,0,0,0,0,0,0
1.84868E+15,251113清水絢吾/おい会社員/穏やか_子育て/LP2-CR00095,7個の広告セット 20251113104424をコピー,251113/セミ/スマ/おい会社員(穏)_冒頭テスト/LP1-CR00088-95,Unknown,,0,0,0,0,0,0,0,0,0,0
1.84868E+15,251113清水絢吾/おい会社員/穏やか_NISA貧乏/LP2-CR00091,3個の広告セット 20251113104424をコピー,251113/セミ/スマ/おい会社員(穏)_冒頭テスト/LP1-CR00088-95,Unknown,,0,0,0,0,0,0,0,0,0,0
1.84839E+15,広告名2025-10-30 11:43:23,広告セット 20250911021302,1個の【複製_1110】251019/セミ/スマ/セミまとめ(開催決定まとめ)/LP1-CR00013をコピーをコピーをコピーをコピー,Unknown,,0,0,0,0,0,0,0,0,0,0
1.84923E+15,251120/清水絢吾/おい会社員/冒頭1/LP2-CR00109,8個の1118_広告セット 20251113110929をコピー,251119/セミ/スマ/おい会社員 新冒頭/LP1-CR000109-120,Unknown,,0,0,0,0,0,0,0,0,0,0
1.84868E+15,251113/清水絢吾/おい会社員/デフォルト/LP2-CR00098,広告セット 20251113110929,251113/セミ/スマ/おい会社員 テンションテスト/LP1-CR00096-98,Unknown,,0,0,0,0,0,0,0,0,0,0
1.84868E+15,251113清水絢吾/おい会社員/穏やか_給料5000UP/LP2-CR00092,4個の広告セット 20251113104424をコピー,251113/セミ/スマ/おい会社員(穏)_冒頭テスト/LP1-CR00088-95,Unknown,,0,0,0,0,0,0,0,0,0,0
1.84987E+15,一過性のノウハウ/テストなし.mp4,広告セット 20251108104919,251115 AI スマ AIまとめ(11月特典_ピクセル1)  LP1-CR00656,AI,,0,0,0,0,0,0,0,0,0,0
1.84987E+15,【11月特典】二極化 副業会社員,広告セット 20251108104919,251115 AI スマ AIまとめ(11月特典_ピクセル1)  LP1-CR00656,AI,,0,0,0,0,0,0,0,0,0,0
1.84987E+15,【11月特典】二極化フリーランス,広告セット 20251108104919,251115 AI スマ AIまとめ(11月特典_ピクセル1)  LP1-CR00656,AI,,0,0,0,0,0,0,0,0,0,0
1.84987E+15,【11月特典】一過性のノウハウ,広告セット 20251108104919,251115 AI スマ AIまとめ(11月特典_ピクセル1)  LP1-CR00656,AI,,0,0,0,0,0,0,0,0,0,0
1.84987E+15,【11月特典】１年後悔,広告セット 20251108104919,251115 AI スマ AIまとめ(11月特典_ピクセル1)  LP1-CR00656,AI,,0,0,0,0,0,0,0,0,0,0
1.84987E+15,問題ないです_シーン訴求(一人称)②tiktok_1_ulvnkhJM.mp4,広告セット 20251108104919,251115 AI スマ AIまとめ(11月特典_ピクセル1)  LP1-CR00656,AI,,0,0,0,0,0,0,0,0,0,0
1.84987E+15,【11月特典】二極化フリーランス,広告セット 20251108104919,251121 AI スマ AIまとめ(ガチャ_ピクセル1)  LP1-CR00661,AI,,0,0,0,0,0,0,0,0,0,0
1.84823E+15,広告名2025-11-08 22:49:43,広告セット 20251108104919,251108 AI スマ AIまとめ(箕輪＆3兆円_ピクセル1)  LP1-CR00647,AI,,0,0,0,0,0,0,0,0,0,0
1.84966E+15,これ全部やめました_修正META用_k3lu8qjR.mp4,広告セット 20250829010409,251121/セン/SNSまとめ/LP1-CR00583,SNS,,0,0,0,0,0,0,0,0,0,0
1.8499E+15,AddNeSS_ちがーう！！_冒頭②×Aパターン_x4TwSAoq.mp4,広告セット 20250829010409,【1126_複製】251121/セン/SNSまとめ/LP1-CR00583,SNS,,0,0,0,0,0,0,0,0,0,0
1.8499E+15,＃納品_はいそこまで_欲求刺激_TT_9D3KizG4.mp4,広告セット 20250829010409,【1126_複製】251121/セン/SNSまとめ/LP1-CR00583,SNS,,0,0,0,0,0,0,0,0,0,0
1.8499E+15,＃納品_はいそこまで_全部_TT_oRLk4qv0.mp4,広告セット 20250829010409,【1126_複製】251121/セン/SNSまとめ/LP1-CR00583,SNS,,0,0,0,0,0,0,0,0,0,0
1.8499E+15,はいそこまで/ループ1秒,広告セット 20250829010409,【1126_複製】251121/セン/SNSまとめ/LP1-CR00583,SNS,,0,0,0,0,0,0,0,0,0,0
1.81897E+15,【TT免責文】問題ないですHQ.mp4_001,広告セット 20241221123218,12/21 セン CR225 スマ 当たり10,SNS,,0,0,0,0,0,0,0,0,0,0
1.81969E+15,Tセンはいそこまで2.mov_001,広告セット 20241221123218,12/21 セン CR225 スマ 当たり10,SNS,,0,0,0,0,0,0,0,0,0,0
1.8347E+15,頭の良さ（AI）_冒頭1_AI_ofaSejO9.mp4,広告セット 20250526124919,6/12 AI CR378 スマ AIまとめ1,SNS,,0,0,0,0,0,0,0,0,0,0
1.83708E+15,修正① もうやめましょう Tiktok_Co9n4wzD.mp4,広告セット 20250708100322,7/9　セン　CR410　スマ もうやめましょう,SNS,,0,0,0,0,0,0,0,0,0,0
1.83714E+15,プロンプト全部捨てた＿座り TT_Y0UqpM6Q.mp4,広告セット 20250709124036,7/9 AI CR405 スマ プロンプト全部捨てた,SNS,,0,0,0,0,0,0,0,0,0,0
1.83761E+15,パクるやつ多すぎ（座り）_冒頭1_SNS_DFOueo0X.mp4,広告セット 20250714023945,7/15 セン CR412 スマ パクるやつ多すぎ（まとめ）新ピクセル,SNS,,0,0,0,0,0,0,0,0,0,0
1.83761E+15,【LP変更】パクるやつ多すぎ_カット6_SNS_QEAma198.mp4,広告セット 20250714023945,7/15 セン CR412 スマ パクるやつ多すぎ（まとめ）新ピクセル,SNS,,0,0,0,0,0,0,0,0,0,0
1.83988E+15,1年後悔_冒頭3_AI_5ozkr9tA.mp4_2025-08-08 19:58:59,1個の広告セット 20250808072953をコピー,8/9 AI CR437 タゲ AIまとめ(Pangle),SNS,,0,0,0,0,0,0,0,0,0,0
1.84858E+15,【TikTok】ホリエモン×SNSオファー冒頭①アルゴリズム破壊.mp4,251113 ノンタゲ,251113 セン ホリエモン×SNSオファー CR580～CR582,SNS,,0,0,0,0,0,0,0,0,0,0
1.8496E+15,【TikTok】ホリエモン×SNSオファー冒頭③アルゴリズム破壊.mp4,251113 ノンタゲ,251113 セン ホリエモン×SNSオファー CR580～CR582,SNS,,0,0,0,0,0,0,0,0,0,0
1.84858E+15,251113/鈴木織大/ホリエモン×SNSオファー冒頭3/LP1-CR00582,251113 ノンタゲ,251113 セン ホリエモン×SNSオファー CR580～CR582,SNS,TikTok広告-SNS-LP1-CR00582,0,0,0,0,0,0,0,0,0,0
1.84584E+15,251013/在中悠也/二極化_SORA2_冒頭2_中間2-2/LP1-CR00596,251013　ノンタゲ,251013 AI タゲ CR595～CR598　二極化_SORA2,AI,TikTok広告-AI-LP1-CR00596,0,0,0,0,0,0,0,0,0,0
1.84873E+15,生意気なスタッフ_冒頭3_オファー1_AI_Tik.mp4,251020　ノンタゲ,1個の1個の1個の【複製_251103】251020 AI タゲ CR624～CR628　生意気なスタッフをコピーをコピーをコピー,AI,,0,0,0,0,0,0,0,0,0,0
1.84873E+15,マジで意味ないですAI _箱_冒頭8_AI_TikTok.mp4,251109 ノンタゲ,1個の1個の1個の251109/AI/マジで意味ないです/LP1-CR00643～CR00645をコピーをコピーをコピー,AI,,0,0,0,0,0,0,0,0,0,0
1.8499E+15,箕輪 さん切り抜きTiktTok①【AI訴求】これ間違いです_Vh2Wdn74.mp4,251126 ノンタゲ,251126/AI/箕輪さん切り抜き/LP1-CR00646～CR00651,AI,,0,0,0,0,0,0,0,0,0,0
1.8499E+15,箕輪 さん切り抜きTiktTok②【AI訴求】これ間違いです_gX4BwVyF.mp4,251126 ノンタゲ,251126/AI/箕輪さん切り抜き/LP1-CR00646～CR00651,AI,,0,0,0,0,0,0,0,0,0,0
1.8499E+15,【TikTok】林社長①→AI学ぶな.mp4,251126　ノンタゲ,251126/AI/林社長→AI学ぶな/LP1-CR00665～CR00666,AI,,0,0,0,0,0,0,0,0,0,0
1.84855E+15,251020/在中悠也/生意気なスタッフ_冒頭2_オファー2/LP1-CR00626,251020　ノンタゲ,1個の1個の1個の【複製_251103】251020 AI タゲ CR624～CR628　生意気なスタッフをコピーをコピーをコピー,AI,TikTok広告-AI-LP1-CR00626,0,0,0,0,0,0,0,0,0,0
1.84855E+15,251106/鈴木織大/これ間違いです冒頭3/LP1-CR00641,251106 ノンタゲ,1個の1個の1個の251106/AI/堀江さん/LP1-CR00641～CR00642をコピーをコピーをコピー,AI,TikTok広告-AI-LP1-CR00641,0,0,0,0,0,0,0,0,0,0
1.84901E+15,251117/鈴木織大/天才Ver2/冒頭1/LP1-CR00656,251117 ノンタゲ,251117/AI/天才Ver2/LP1-CR00656～CR00660,AI,TikTok広告-AI-LP1-CR00656,0,0,0,0,0,0,0,0,0,0
1.84855E+15,251020/在中悠也/生意気なスタッフ_冒頭1_オファー2/LP1-CR00625,251020　ノンタゲ,1個の1個の1個の【複製_251103】251020 AI タゲ CR624～CR628　生意気なスタッフをコピーをコピーをコピー,AI,TikTok広告-AI-LP1-CR00625,0,0,0,0,0,0,0,0,0,0
1.84901E+15,251117/鈴木織大/天才Ver2/冒頭5/LP1-CR00660,251117 ノンタゲ,251117/AI/天才Ver2/LP1-CR00656～CR00660,AI,TikTok広告-AI-LP1-CR00660,0,0,0,0,0,0,0,0,0,0
1.84923E+15,251120/清水絢吾/おい会社員/冒頭11/LP2-CR00119,10個の1118_広告セット 20251113110929をコピー,251119/セミ/スマ/おい会社員 新冒頭/LP1-CR000109-120,Unknown,,0,0,0,0,0,0,0,0,0,0
1.84923E+15,251120/清水絢吾/おい会社員/冒頭6/LP2-CR00114,5個の1118_広告セット 20251113110929をコピー,251119/セミ/スマ/おい会社員 新冒頭/LP1-CR000109-120,Unknown,,0,0,0,0,0,0,0,0,0,0
1.84773E+15,広告名2025-10-30 11:43:23,広告セット 20250911021302,251103/セミ/スマ/セミまとめ/LP1-CR00021,Unknown,,0,0,0,0,0,0,0,0,0,0
1.84775E+15,広告名2025-10-30 11:43:23,広告セット 20250911021302,【複製_1103】251019/セミ/スマ/セミまとめ(開催決定まとめ)/LP1-CR00013をコピーをコピー,Unknown,,0,0,0,0,0,0,0,0,0,0
1.84875E+15,251113清水絢吾/おい会社員/デフォルトLPテスト/LP2-CR00099,広告セット 20251113110929,251113/セミ/スマ/おい会社員 LPテスト用/LP1-CR00099,Unknown,,0,0,0,0,0,0,0,0,0,0
1.84855E+15,251111/清水絢吾/開催決定強化/ホリエモン冒頭①/LP2-CR00068,2個の広告セット 20251110110930をコピー,1個の251111 セミ タゲ CR00066-72　開催決定強化をコピー,Unknown,,0,0,0,0,0,0,0,0,0,0
1.84923E+15,251120/清水絢吾/おい会社員/冒頭10/LP2-CR00118,9個の1118_広告セット 20251113110929をコピー,251119/セミ/スマ/おい会社員 新冒頭/LP1-CR000109-120,Unknown,,0,0,0,0,0,0,0,0,0,0
1.84868E+15,251113清水絢吾/おい会社員/高圧_手取り20万_ver2/LP2-CR00097,1個の広告セット 20251113110929をコピー,251113/セミ/スマ/おい会社員 テンションテスト/LP1-CR00096-98,Unknown,,0,0,0,0,0,0,0,0,0,0
1.84923E+15,251120/清水絢吾/おい会社員/冒頭7/LP2-CR00115,6個の1118_広告セット 20251113110929をコピー,251119/セミ/スマ/おい会社員 新冒頭/LP1-CR000109-120,Unknown,,0,0,0,0,0,0,0,0,0,0
1.84923E+15,251120/清水絢吾/おい会社員/冒頭8/LP2-CR00116,7個の1118_広告セット 20251113110929をコピー,251119/セミ/スマ/おい会社員 新冒頭/LP1-CR000109-120,Unknown,,0,0,0,0,0,0,0,0,0,0
1.84856E+15,251112/清水絢吾/セミナー開催決定(強化)/ホリエモン新冒頭2/-CR00079,1個の広告セット 20251112012551をコピー,251112/セミ/スマ/セミまとめ(ホリエモン新規冒頭)/LP1-CR00073-85,Unknown,,0,0,0,0,0,0,0,0,0,0
1.84867E+15,251112/清水絢吾/セミナーダイジェスト/希少性/-CR00054,広告セットCR00045-55,251108/セミ/ダイジェスト冒頭テスト/LP2-CR00045-55,Unknown,,0,0,0,0,0,0,0,0,0,0
1.84867E+15,251112/清水絢吾/セミナーダイジェスト/呼びかけ/-CR00046,6個の広告セットCR00045-55をコピー,251108/セミ/ダイジェスト冒頭テスト/LP2-CR00045-55,Unknown,,0,0,0,0,0,0,0,0,0,0
1.84923E+15,251120/清水絢吾/おい会社員/冒頭2/LP2-CR00110,1個の1118_広告セット 20251113110929をコピー,251119/セミ/スマ/おい会社員 新冒頭/LP1-CR000109-120,Unknown,,0,0,0,0,0,0,0,0,0,0
1.84923E+15,251120/清水絢吾/おい会社員/冒頭5/LP2-CR00113,4個の1118_広告セット 20251113110929をコピー,251119/セミ/スマ/おい会社員 新冒頭/LP1-CR000109-120,Unknown,,0,0,0,0,0,0,0,0,0,0
1.84923E+15,251120/清水絢吾/おい会社員/冒頭3/LP2-CR00111,2個の1118_広告セット 20251113110929をコピー,251119/セミ/スマ/おい会社員 新冒頭/LP1-CR000109-120,Unknown,,0,0,0,0,0,0,0,0,0,0
1.84855E+15,251111/清水絢吾/開催決定強化/箕輪冒頭③/LP2-CR00070,4個の広告セット 20251110110930をコピー,1個の251111 セミ タゲ CR00066-72　開催決定強化をコピー,Unknown,,0,0,0,0,0,0,0,0,0,0
1.84855E+15,251111/清水絢吾/開催決定強化/びっくり_CTA強化/LP2-CR00067,1個の広告セット 20251110110930をコピー,1個の251111 セミ タゲ CR00066-72　開催決定強化をコピー,Unknown,,0,0,0,0,0,0,0,0,0,0
1.84855E+15,251111/清水絢吾/開催決定強化/箕輪冒頭⑤/LP2-CR00071,5個の広告セット 20251110110930をコピー,1個の251111 セミ タゲ CR00066-72　開催決定強化をコピー,Unknown,,0,0,0,0,0,0,0,0,0,0
1.84868E+15,251113清水絢吾/おい会社員/穏やか_手取り20万_ver2/LP2-CR00096,2個の広告セット 20251113110929をコピー,251113/セミ/スマ/おい会社員 テンションテスト/LP1-CR00096-98,Unknown,,0,0,0,0,0,0,0,0,0,0
